Sc_Agreeableness,Sc_Conscientiousness,Sc_Extraversion,Sc_Narcissism,Sc_Neuroticism,Sc_Openness,Sc_SensationSeeking,Student_ID,Gender,Fakultas,Program_Studi,Angkatan,Klaster,Profile_Name,Kategori_Risiko
55.9,70.5,46.4,48.2,24.1,63.5,40.7,ST0884,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
32.0,46.2,41.7,48.3,70.7,35.2,36.7,ST0885,Laki-laki,FIF,Sistem Komputer,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
74.1,48.6,75.4,47.8,40.4,58.4,38.0,ST0886,Perempuan,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
81.0,47.7,49.1,31.6,37.2,46.0,48.3,ST0887,Laki-laki,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
57.1,46.5,58.5,33.8,33.0,60.0,56.6,ST0888,Perempuan,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
46.9,72.2,51.5,56.8,31.0,61.7,27.3,ST0889,Perempuan,FIF,Data Sains,2021,1,The Resilient & Adaptive,Baseline / Normatif
76.0,61.1,57.3,43.0,37.7,63.7,51.5,ST0890,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
55.0,77.1,48.7,62.3,47.3,60.5,30.8,ST0892,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
65.6,75.7,55.5,59.3,36.8,54.2,31.2,ST0893,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
66.0,58.9,69.6,51.2,44.0,81.9,38.6,ST0896,Perempuan,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
69.1,59.1,63.6,42.7,54.2,53.9,38.6,ST0898,Laki-laki,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
60.3,74.3,55.8,50.3,33.1,48.5,30.2,ST0899,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
29.2,41.5,31.5,41.3,64.2,39.3,52.3,ST0900,Laki-laki,FIF,Informatika,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.7,72.5,67.2,47.7,40.6,71.1,31.4,ST0901,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
50.3,32.2,61.4,61.8,44.0,55.2,75.5,ST0902,Perempuan,FRI,Teknik Logistik,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
37.5,60.6,63.5,73.3,44.2,47.4,80.3,ST0903,Perempuan,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
42.2,45.2,58.2,62.1,59.3,43.2,75.0,ST0904,Laki-laki,FEB,Manajemen,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.3,56.3,53.5,47.5,28.2,49.1,46.0,ST0905,Laki-laki,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
57.0,66.2,50.9,55.9,42.5,57.2,34.5,ST0906,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
82.0,48.5,71.6,38.7,45.6,60.4,57.8,ST0907,Perempuan,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
72.4,56.9,53.9,39.6,36.0,71.5,33.3,ST0908,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
63.5,64.2,64.4,44.4,41.7,71.6,42.6,ST0909,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
50.8,67.1,56.8,71.1,44.0,58.1,27.2,ST0910,Laki-laki,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
59.0,82.1,49.4,57.3,48.4,69.3,42.8,ST0911,Laki-laki,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
61.9,59.6,62.9,43.8,37.1,65.5,43.4,ST0912,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
26.7,56.3,36.2,49.4,66.9,52.5,47.6,ST0914,Laki-laki,FKS,Ilmu Komunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
29.0,50.9,29.4,24.7,85.4,53.7,50.9,ST0915,Perempuan,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
64.8,71.6,48.3,50.5,41.4,51.8,31.8,ST0916,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
32.0,77.4,51.6,39.2,36.1,42.8,40.4,ST0918,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
48.7,40.3,63.9,49.8,34.1,51.5,59.7,ST0919,Laki-laki,FTE,Teknik Telekomunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
50.2,45.8,81.2,53.0,50.9,35.9,63.8,ST0920,Laki-laki,FIF,Data Sains,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
57.6,63.8,50.8,51.7,39.4,50.7,25.2,ST0921,Laki-laki,FIF,Sistem Komputer,2023,1,The Resilient & Adaptive,Baseline / Normatif
46.9,39.9,54.0,68.2,48.6,53.5,68.0,ST0923,Laki-laki,FRI,Teknik Industri,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
67.4,59.7,53.2,39.8,50.7,45.9,46.6,ST0925,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
38.0,48.8,76.3,49.7,53.1,64.5,60.0,ST0926,Laki-laki,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.8,59.6,66.2,39.0,38.5,61.7,44.2,ST0927,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
52.4,39.0,67.4,51.5,49.5,55.6,79.4,ST0928,Perempuan,FRI,Sistem Informasi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
64.2,44.2,61.4,38.7,52.7,63.1,49.9,ST0929,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
64.4,60.6,57.4,49.2,45.9,67.0,50.1,ST0933,Perempuan,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
22.7,49.7,34.7,54.4,58.0,48.8,53.1,ST0935,Perempuan,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
35.7,41.2,57.8,65.2,43.9,55.0,71.8,ST0937,Perempuan,FIF,Data Sains,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
36.5,55.4,28.3,47.7,63.1,55.8,36.8,ST0939,Perempuan,FRI,Sistem Informasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
53.8,62.5,58.4,46.6,24.1,73.5,44.9,ST0941,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
79.1,58.8,52.1,41.5,46.3,45.3,47.6,ST0942,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
47.2,71.7,46.0,52.2,34.2,59.6,28.0,ST0947,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
43.6,39.2,43.8,50.6,57.9,43.7,51.2,ST0948,Laki-laki,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.9,69.4,50.6,54.7,29.9,60.8,34.3,ST0949,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
51.1,64.0,71.2,58.1,50.6,49.4,40.8,ST0952,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
72.1,60.1,56.0,51.3,41.4,69.5,38.2,ST0954,Perempuan,FTE,Teknik Elektro,2021,1,The Resilient & Adaptive,Baseline / Normatif
40.6,48.1,51.0,35.4,73.7,46.3,48.4,ST0956,Laki-laki,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
56.1,80.0,53.6,45.7,39.9,51.9,33.9,ST0958,Laki-laki,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
51.1,46.6,61.3,77.7,49.3,45.1,62.7,ST0959,Perempuan,FTE,Teknik Elektro,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
45.2,69.5,46.1,51.5,38.6,66.6,35.7,ST0961,Perempuan,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
77.3,60.8,56.6,50.2,33.1,55.2,33.9,ST0963,Laki-laki,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
37.5,44.0,30.4,35.8,73.6,34.9,43.4,ST0964,Perempuan,FIF,Data Sains,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
65.9,71.3,51.4,47.4,26.5,51.6,32.8,ST0966,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
47.1,69.3,54.1,46.8,24.0,55.5,20.0,ST0967,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
29.9,45.1,32.9,49.3,77.1,37.2,51.6,ST0969,Perempuan,FKS,Ilmu Komunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
39.8,29.2,45.2,34.7,86.7,56.0,61.4,ST0970,Perempuan,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
24.0,49.5,28.1,34.2,75.4,46.8,38.7,ST0972,Perempuan,FEB,Akuntansi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
29.0,57.5,30.6,45.0,59.7,66.2,53.6,ST0973,Laki-laki,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
76.3,47.7,47.0,50.9,41.3,45.3,49.0,ST0974,Perempuan,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
31.8,34.4,23.5,43.0,70.5,49.3,47.1,ST0975,Laki-laki,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
53.3,60.7,57.8,64.0,29.0,67.0,29.9,ST0976,Perempuan,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
68.9,60.4,60.1,61.9,31.3,75.5,60.8,ST0977,Perempuan,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
20.0,40.7,40.4,43.2,65.0,46.5,44.4,ST0978,Perempuan,FRI,Teknik Industri,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
61.4,70.9,51.1,36.5,34.9,57.8,28.9,ST0979,Laki-laki,FKS,Administrasi Bisnis,2021,1,The Resilient & Adaptive,Baseline / Normatif
52.4,60.8,38.7,71.0,29.5,54.0,36.2,ST0980,Perempuan,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
56.4,72.7,31.9,67.2,45.9,55.8,35.4,ST0981,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
60.5,57.8,66.8,42.2,40.7,75.4,46.8,ST0982,Perempuan,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
77.1,74.5,57.9,45.7,38.2,61.7,42.2,ST0985,Laki-laki,FTE,Teknik Elektro,2023,1,The Resilient & Adaptive,Baseline / Normatif
77.4,57.6,57.6,48.2,38.1,63.3,36.3,ST0987,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
84.2,71.5,54.6,42.0,29.5,54.7,52.6,ST0988,Perempuan,FRI,Teknik Industri,2022,1,The Resilient & Adaptive,Baseline / Normatif
52.1,72.2,48.4,71.2,30.9,60.2,48.8,ST0991,Perempuan,FRI,Sistem Informasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
43.4,47.2,56.1,70.0,50.5,43.0,65.8,ST0992,Perempuan,FIF,Data Sains,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
50.9,79.2,51.5,52.5,34.3,54.7,32.5,ST0993,Perempuan,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
56.9,48.5,65.3,56.6,44.3,59.8,60.0,ST0996,Laki-laki,FIF,Sistem Komputer,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
62.3,51.4,63.5,39.8,42.8,57.7,57.6,ST0997,Perempuan,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
69.8,53.3,64.2,49.8,45.5,59.7,66.5,ST0998,Laki-laki,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
54.8,49.8,66.0,54.9,52.7,50.9,47.6,ST0999,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
56.7,40.6,71.0,69.6,48.8,38.6,72.9,ST1001,Perempuan,FIF,Sistem Komputer,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
29.7,34.1,64.6,66.4,52.7,44.1,63.1,ST1002,Laki-laki,FKS,Ilmu Komunikasi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.6,64.6,50.2,53.4,40.0,56.6,36.6,ST1003,Perempuan,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
33.6,42.0,29.2,53.7,65.5,43.1,57.0,ST1004,Perempuan,FTE,Teknik Telekomunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.5,43.8,65.5,66.4,41.3,46.0,66.6,ST1005,Laki-laki,FEB,Akuntansi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
40.9,27.6,41.7,38.1,64.3,54.8,56.9,ST1006,Perempuan,FTE,Teknik Elektro,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
68.2,65.2,66.2,53.4,29.0,64.0,51.5,ST1007,Perempuan,FIF,Sistem Komputer,2021,1,The Resilient & Adaptive,Baseline / Normatif
38.2,48.1,40.2,42.3,67.8,50.2,48.9,ST1008,Perempuan,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
57.4,77.0,45.7,64.2,29.9,74.7,35.7,ST1011,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.2,41.1,64.1,68.2,42.5,45.9,61.6,ST1013,Laki-laki,FIF,Informatika,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
80.0,52.7,67.2,47.1,41.5,49.2,43.3,ST1014,Perempuan,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.5,76.4,47.3,27.0,36.0,56.4,44.6,ST1015,Laki-laki,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
69.2,69.4,40.3,50.1,32.1,53.8,32.1,ST1017,Perempuan,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
71.6,55.5,53.9,39.4,43.2,70.0,27.0,ST1018,Perempuan,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
63.1,67.8,46.3,56.5,40.5,61.1,39.3,ST1019,Laki-laki,FTE,Teknik Elektro,2021,1,The Resilient & Adaptive,Baseline / Normatif
30.3,31.5,29.4,43.1,61.2,49.4,46.1,ST1020,Laki-laki,FTE,Teknik Telekomunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
59.9,56.9,58.2,51.0,40.5,48.8,53.6,ST1021,Laki-laki,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
57.1,54.2,62.8,43.8,43.1,54.2,39.5,ST1023,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
58.6,86.7,48.2,59.5,38.1,69.1,44.7,ST1024,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
45.2,44.8,74.3,68.2,56.3,65.4,71.0,ST1025,Laki-laki,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
58.6,73.6,62.5,65.6,39.5,69.5,44.9,ST1026,Perempuan,FRI,Teknik Industri,2024,1,The Resilient & Adaptive,Baseline / Normatif
68.6,62.1,60.3,44.0,40.6,50.8,48.2,ST1027,Laki-laki,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
48.6,74.3,57.3,48.7,41.3,66.1,34.5,ST1029,Perempuan,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
63.5,53.3,61.0,56.3,34.4,47.0,56.0,ST1030,Laki-laki,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
59.0,82.4,49.4,57.2,40.5,55.7,42.7,ST1031,Laki-laki,FTE,Teknik Telekomunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
44.9,46.0,66.4,55.8,47.5,68.5,74.2,ST1033,Perempuan,FEB,Akuntansi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
37.1,42.3,20.8,36.3,64.9,50.8,44.2,ST1035,Laki-laki,FRI,Teknik Industri,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
42.0,58.5,25.8,54.2,71.9,40.2,39.5,ST1036,Laki-laki,FRI,Teknik Industri,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
79.1,55.5,74.8,60.0,23.5,63.8,38.5,ST1037,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
72.5,50.4,61.3,63.4,39.9,63.6,45.6,ST1038,Laki-laki,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
57.0,68.4,55.4,55.1,29.7,52.5,30.0,ST1039,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
50.6,52.1,52.8,60.5,40.7,51.2,32.6,ST1041,Laki-laki,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
47.2,38.3,80.3,69.8,45.0,39.0,71.9,ST1043,Laki-laki,FKS,Ilmu Komunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
45.0,51.5,58.0,54.2,55.6,49.3,60.2,ST1045,Perempuan,FIF,Informatika,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
38.0,53.1,31.6,28.7,56.4,51.3,31.7,ST1047,Perempuan,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
67.6,49.8,48.6,48.3,30.6,59.2,45.5,ST1049,Laki-laki,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
45.3,71.8,50.8,64.4,44.0,37.5,40.7,ST1050,Laki-laki,FTE,Teknik Telekomunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
46.2,82.5,63.2,47.2,42.8,53.0,48.9,ST1052,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
76.0,55.8,57.7,54.9,36.2,57.6,61.7,ST1053,Perempuan,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
64.2,63.7,61.9,42.5,36.0,50.5,46.9,ST1054,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
35.9,51.2,40.0,44.8,64.3,53.0,45.8,ST1055,Laki-laki,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
67.3,58.9,71.6,53.0,41.7,58.5,40.1,ST1056,Perempuan,FKS,Ilmu Komunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
50.3,73.5,53.8,65.0,36.5,66.6,34.0,ST1058,Laki-laki,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
76.7,37.4,53.3,36.0,29.4,64.7,54.0,ST1059,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
70.3,64.3,56.3,39.8,31.9,60.0,47.8,ST1060,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
25.3,48.6,45.8,55.6,75.9,51.8,48.7,ST1061,Laki-laki,FRI,Sistem Informasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
35.2,42.7,27.1,35.4,70.8,49.2,54.8,ST1062,Perempuan,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
54.7,56.4,53.8,77.5,38.8,53.3,40.2,ST1063,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
58.9,47.1,57.2,54.4,42.8,56.0,38.2,ST1064,Laki-laki,FIF,Sistem Komputer,2021,1,The Resilient & Adaptive,Baseline / Normatif
61.7,42.9,61.2,55.7,44.1,64.2,45.0,ST1065,Perempuan,FEB,Manajemen,2021,1,The Resilient & Adaptive,Baseline / Normatif
69.3,57.4,50.6,56.9,48.8,75.2,41.8,ST1066,Laki-laki,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
55.3,60.2,59.5,50.6,31.2,55.0,35.0,ST1068,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.0,70.4,55.8,61.6,43.4,50.2,34.2,ST1069,Perempuan,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
38.0,60.1,41.0,45.9,73.2,47.8,47.9,ST1071,Perempuan,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
56.8,64.0,56.6,55.5,28.2,69.4,37.6,ST1072,Perempuan,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
61.9,73.3,55.2,62.0,31.0,63.5,39.0,ST1073,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
69.5,55.8,66.9,43.2,43.0,63.8,44.4,ST1074,Laki-laki,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
27.1,37.4,40.6,35.8,61.9,49.7,42.3,ST1075,Perempuan,FKS,Ilmu Komunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
65.1,71.9,49.7,67.2,32.3,67.2,39.0,ST1076,Perempuan,FKS,Administrasi Bisnis,2021,1,The Resilient & Adaptive,Baseline / Normatif
39.5,48.2,62.6,68.4,54.9,54.2,59.5,ST1077,Laki-laki,FTE,Teknik Elektro,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
41.4,38.5,29.2,27.1,63.9,51.7,38.3,ST1079,Laki-laki,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
39.1,47.4,76.2,70.3,45.0,57.2,66.7,ST1080,Laki-laki,FKS,Ilmu Komunikasi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
71.5,60.0,51.7,46.6,43.8,35.0,48.3,ST1081,Perempuan,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
42.2,45.0,25.9,39.2,88.3,49.6,42.4,ST1082,Laki-laki,FIF,Data Sains,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
62.3,50.5,64.1,45.1,34.8,57.5,49.2,ST1083,Laki-laki,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
49.7,65.7,57.4,60.4,46.6,72.5,34.7,ST1084,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
51.2,77.9,59.6,39.3,43.8,60.0,30.1,ST1085,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
62.4,70.0,54.1,52.4,46.3,64.0,42.2,ST1087,Laki-laki,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.3,27.5,41.9,43.1,83.1,54.5,62.3,ST1088,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
76.0,51.7,68.8,47.4,32.0,61.2,57.5,ST1089,Laki-laki,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
56.6,61.0,53.1,67.2,35.9,62.9,41.0,ST1090,Perempuan,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
40.1,72.3,51.0,66.9,32.5,42.3,31.2,ST1091,Perempuan,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
68.6,54.9,55.1,48.8,40.2,56.9,59.2,ST1092,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
56.3,76.1,56.6,61.9,31.5,48.2,37.3,ST1094,Perempuan,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
53.7,68.1,48.0,54.6,40.9,42.2,41.5,ST1095,Perempuan,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
51.4,38.8,63.8,70.7,52.2,35.3,54.4,ST1096,Perempuan,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
36.5,51.2,42.2,51.9,55.5,46.5,46.1,ST1097,Perempuan,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
73.3,62.9,67.9,48.1,36.5,65.5,51.7,ST1099,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
33.0,44.3,48.4,41.3,75.3,58.1,46.1,ST1100,Laki-laki,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
49.5,50.0,53.3,64.9,47.9,48.3,60.1,ST1101,Laki-laki,FRI,Teknik Industri,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
47.1,90.0,42.8,51.5,32.8,57.5,25.0,ST1102,Perempuan,FTE,Teknik Elektro,2021,1,The Resilient & Adaptive,Baseline / Normatif
37.2,47.3,32.0,34.8,58.9,56.3,42.7,ST1104,Laki-laki,FTE,Teknik Telekomunikasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
43.3,41.3,34.9,69.4,57.5,51.6,49.5,ST1106,Perempuan,FRI,Teknik Industri,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
44.5,71.3,57.5,56.9,46.8,48.9,37.6,ST1107,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
59.3,46.8,55.6,59.6,40.4,59.7,52.8,ST1108,Perempuan,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
54.8,70.3,51.3,51.3,40.4,63.8,43.2,ST1109,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
48.6,69.4,50.8,60.8,48.6,54.0,41.4,ST1112,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
73.5,52.1,52.2,50.7,33.6,61.4,49.5,ST1113,Perempuan,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
32.2,41.1,26.2,47.7,60.4,54.7,39.4,ST1114,Perempuan,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
81.9,49.3,65.7,65.9,39.4,58.0,57.5,ST1115,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
61.0,37.4,69.1,56.9,48.5,42.1,74.7,ST1116,Perempuan,FEB,Manajemen,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
